@RELATION uploads/p/p
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {a,b,back,c,f,next,send,space}

@DATA
0.222822,0.030561,3.058956,0.285571,0.241225,0.824315,0.007845,0.282033,-27.211324,0.700290,-0.254024,0.001139,0.082110,0.438572,-0.722927,-0.127848,0.506109,0.171271,-0.120779,0.722354,-0.150439,0.009646,0.001863,0.008457,0.001390,0.033319,0.011643,0.007036,0.004370,0.010469,0.005943,0.007679,0.018723,0.016511,0.250821,0.039789,0.495524,0.180175,0.040307,0.641597,0.009876,0.317137,5.460506,0.901689,0.855199,0.460100,0.395500,0.223201,0.395065,0.271880,0.214978,0.200984,0.192542,0.198252,0.258565,0.012467,0.001656,0.006169,0.000860,0.063162,0.015168,0.007026,0.008873,0.012374,0.007390,0.009590,0.030131,0.015670,f
0.292980,0.017805,3.072572,0.328701,0.227096,1.031425,0.006550,0.382858,-28.099013,0.710574,0.168755,0.059154,0.034008,0.365206,-0.793037,-0.154606,0.430706,0.155046,-0.101311,0.575009,-0.262792,0.005347,0.003347,0.003328,0.001222,0.025897,0.016265,0.009217,0.001999,0.008384,0.005370,0.016390,0.009534,0.014096,0.278809,0.024600,0.396987,0.204254,0.037611,0.742473,0.008625,0.338642,5.305397,0.867321,0.963552,0.415817,0.286169,0.312313,0.489053,0.329926,0.225496,0.243840,0.282284,0.081383,0.207310,0.006758,0.004879,0.002569,0.000689,0.062325,0.027109,0.009138,0.003535,0.009613,0.007896,0.022185,0.014173,0.016604,f
0.340517,0.019175,3.062043,0.344877,0.214132,1.069277,0.005978,0.417196,-29.058501,0.514264,0.249967,0.051024,0.064635,0.339871,-0.747348,-0.100281,0.354437,0.125109,-0.181849,0.611691,-0.276551,0.004091,0.002417,0.003911,0.001555,0.012115,0.015006,0.012312,0.000555,0.005603,0.004899,0.019759,0.007284,0.010868,0.275748,0.030746,0.401845,0.223045,0.058597,0.630452,0.005129,0.337738,5.561123,0.932759,0.945252,0.311054,0.317798,0.341904,0.407967,0.354849,0.241769,0.190201,0.340419,0.171604,0.262888,0.003883,0.001817,0.004957,0.001393,0.020942,0.027668,0.020517,0.000395,0.008389,0.005969,0.038133,0.009734,0.012146,f
0.119998,0.009347,2.815080,0.190220,0.190729,0.799274,0.007395,0.182292,-28.547880,1.177570,-0.557752,0.029971,-0.180668,0.574563,-0.144802,0.095287,0.076045,-0.054311,0.050810,0.014298,-0.044264,0.009685,0.007204,0.006437,0.003311,0.007667,0.011540,0.040023,0.002471,0.004429,0.014767,0.010765,0.003711,0.013600,0.095106,0.018802,0.565651,0.101531,0.034277,0.740015,0.008187,0.165499,3.581288,1.323141,0.627087,0.374735,0.267409,0.342929,0.202798,0.242135,0.229480,0.237743,0.173814,0.225646,0.222482,0.008636,0.009410,0.005781,0.002798,0.008950,0.011322,0.050769,0.003290,0.008343,0.018275,0.011767,0.003725,0.012527,next
0.139780,0.009089,2.795515,0.201079,0.179155,0.898518,0.007049,0.225778,-28.535821,0.971942,-0.746883,-0.024980,-0.186383,0.607406,-0.110935,0.168770,0.080074,-0.157531,-0.122437,0.017040,0.034259,0.006873,0.004027,0.010146,0.005249,0.007155,0.004914,0.017842,0.003630,0.011029,0.019484,0.007500,0.006562,0.010294,0.117557,0.017631,0.729405,0.122545,0.045995,0.921018,0.005967,0.219803,3.405529,1.113686,0.642841,0.377710,0.421132,0.613268,0.307999,0.197337,0.183253,0.267764,0.235297,0.186731,0.182628,0.007050,0.003094,0.012388,0.004916,0.007448,0.003355,0.019454,0.004778,0.023050,0.037520,0.011427,0.009831,0.010728,next
0.137379,0.007641,2.862772,0.199999,0.173880,0.889822,0.006578,0.217679,-28.674513,1.260383,-0.659037,0.034442,-0.111929,0.562812,-0.180568,0.061887,0.012256,-0.052897,-0.006155,0.093125,-0.004362,0.008094,0.007032,0.008755,0.004001,0.008671,0.020378,0.028557,0.004841,0.006009,0.009202,0.018929,0.012525,0.016061,0.125429,0.014693,0.582179,0.125351,0.053743,0.945402,0.005596,0.217388,3.617301,1.041646,0.503437,0.202403,0.394976,0.401962,0.281904,0.282215,0.258386,0.161759,0.264941,0.162293,0.105637,0.008914,0.011179,0.011249,0.003763,0.008367,0.037415,0.033041,0.011624,0.009514,0.015850,0.029949,0.021256,0.011779,next
0.139016,0.008837,2.851966,0.216055,0.196202,0.933437,0.005379,0.222440,-28.067696,1.093549,-0.666693,0.034775,-0.104857,0.498003,-0.183526,0.116364,0.025886,-0.054852,0.053817,0.160245,0.092767,0.008645,0.003719,0.007531,0.005389,0.009809,0.015944,0.038056,0.003448,0.006547,0.009673,0.011395,0.004639,0.013638,0.131278,0.016130,0.479157,0.113473,0.026654,0.986672,0.005084,0.219168,3.604927,0.938075,0.473780,0.224439,0.329932,0.393660,0.290763,0.264429,0.203540,0.214351,0.159041,0.143837,0.175192,0.007629,0.004264,0.009537,0.005676,0.012120,0.023930,0.041699,0.006723,0.011467,0.016380,0.013438,0.005356,0.010989,next
0.131360,0.008537,2.944195,0.199596,0.187764,0.840082,0.006916,0.206667,-28.402060,1.389734,-0.671471,0.102535,-0.147070,0.535392,-0.189048,0.187222,-0.010522,-0.001716,0.024553,0.088958,0.050363,0.013686,0.005864,0.007385,0.006135,0.011488,0.017760,0.037826,0.007071,0.007561,0.009439,0.014919,0.007223,0.016053,0.120436,0.016284,0.429018,0.113539,0.031117,0.915734,0.005944,0.208619,3.456457,1.040891,0.476469,0.294942,0.354588,0.465646,0.310496,0.274635,0.221912,0.314566,0.116086,0.187931,0.200837,0.011770,0.007180,0.007649,0.006022,0.013128,0.030850,0.040407,0.015087,0.015178,0.016645,0.021887,0.012631,0.011481,next
0.139475,0.012070,2.834990,0.196632,0.176448,0.926319,0.006874,0.217778,-27.961898,1.185377,-0.599254,0.011070,-0.041829,0.694052,-0.252613,0.114610,-0.111749,-0.077908,-0.061627,0.075834,0.036483,0.007582,0.005191,0.008040,0.003781,0.007915,0.020907,0.027684,0.008043,0.003822,0.010385,0.019934,0.005496,0.014605,0.136544,0.022722,0.559914,0.120552,0.044575,1.003296,0.004840,0.216311,3.448550,0.936768,0.664644,0.346297,0.203070,0.561386,0.301388,0.205522,0.181153,0.237915,0.173877,0.153987,0.156355,0.011041,0.008352,0.009027,0.002386,0.007011,0.036892,0.038157,0.017004,0.004782,0.017227,0.028107,0.006793,0.013085,next
0.136724,0.013115,2.975743,0.189215,0.182274,0.866839,0.007865,0.198389,-26.990152,1.467229,-0.703663,-0.096859,-0.211143,0.691859,-0.161338,0.129084,-0.172148,-0.141445,-0.129287,0.110969,0.054470,0.013300,0.003165,0.008583,0.005396,0.014567,0.022141,0.034853,0.004278,0.006842,0.009873,0.011493,0.004304,0.014468,0.136532,0.022118,0.416826,0.121161,0.038973,1.081143,0.007891,0.226854,3.021894,1.058662,0.452879,0.247722,0.389117,0.372087,0.268997,0.203874,0.218368,0.180712,0.216738,0.205724,0.174372,0.012426,0.003501,0.009925,0.005570,0.018238,0.030060,0.033772,0.007184,0.011332,0.019259,0.017377,0.005432,0.010809,next
0.130858,0.009628,2.901296,0.192013,0.181360,0.813355,0.009189,0.207917,-28.415763,1.243938,-0.922869,0.035959,-0.138091,0.419359,-0.163858,0.154895,0.107950,0.077897,-0.005254,0.121297,-0.021829,0.014744,0.004423,0.008350,0.003659,0.005726,0.017100,0.031160,0.008709,0.005813,0.009321,0.017706,0.012598,0.016047,0.123642,0.017593,0.517292,0.117922,0.040339,0.878214,0.008260,0.213715,3.551961,1.029253,0.526650,0.402477,0.357461,0.450022,0.308882,0.247082,0.187343,0.248275,0.212547,0.191870,0.134146,0.022976,0.006073,0.009943,0.003589,0.005790,0.028087,0.036267,0.016159,0.006589,0.015508,0.033375,0.020087,0.012567,next
0.129727,0.009481,2.923725,0.193682,0.182307,0.771411,0.006403,0.190119,-28.356282,0.954860,-0.759457,-0.042446,-0.186677,0.579521,-0.222921,0.134113,0.041230,-0.080191,-0.125116,0.152512,-0.078046,0.006838,0.009871,0.009188,0.004775,0.008371,0.018112,0.032365,0.002801,0.005973,0.008168,0.015430,0.009497,0.014559,0.117731,0.018736,0.516896,0.113469,0.048639,0.850716,0.005061,0.206027,3.483759,0.960428,0.660902,0.398285,0.398286,0.340273,0.331313,0.328844,0.179288,0.261326,0.161008,0.178144,0.211991,0.007680,0.014218,0.010392,0.005350,0.007487,0.026673,0.036212,0.004107,0.008473,0.013133,0.023243,0.020441,0.010271,next
0.125886,0.009379,2.932389,0.191502,0.184639,0.840054,0.007587,0.198155,-28.325818,1.214089,-0.739301,-0.017649,-0.092026,0.578461,-0.206328,0.154961,0.020161,0.007836,-0.030002,0.132642,-0.111610,0.006146,0.007598,0.009249,0.002387,0.006989,0.018794,0.034843,0.005006,0.007878,0.011364,0.016003,0.005089,0.014846,0.114440,0.017251,0.431193,0.112468,0.043166,0.943766,0.006615,0.213861,3.351008,1.079372,0.542382,0.265063,0.308219,0.386116,0.407507,0.215485,0.194103,0.344711,0.160445,0.148695,0.146750,0.005482,0.010879,0.011677,0.001701,0.005340,0.034929,0.041455,0.008623,0.010095,0.019927,0.019051,0.006965,0.012509,next
0.131978,0.010471,2.816523,0.192917,0.177586,0.860158,0.006570,0.198333,-27.976020,1.083074,-0.741338,0.053953,-0.034171,0.481231,-0.209442,0.015444,-0.024768,-0.093035,-0.111631,0.105315,0.015285,0.006771,0.005996,0.008649,0.006212,0.009049,0.025398,0.028543,0.003284,0.009321,0.009851,0.018094,0.007946,0.015579,0.120536,0.020213,0.614188,0.117009,0.051898,0.921724,0.005272,0.217349,3.508269,0.841047,0.568680,0.362211,0.314135,0.437451,0.371999,0.227479,0.167184,0.272957,0.151095,0.178567,0.157315,0.006923,0.006829,0.009760,0.009583,0.008570,0.036043,0.034933,0.006583,0.016888,0.017608,0.025137,0.013165,0.011511,next
0.132883,0.007290,2.741362,0.195376,0.183773,0.904653,0.008053,0.204167,-28.228524,1.213748,-0.687529,0.140044,-0.081585,0.517270,-0.117869,0.147622,0.026215,-0.155628,-0.075685,0.028726,-0.065762,0.007928,0.006475,0.008609,0.004565,0.009840,0.014651,0.027357,0.002816,0.009009,0.010835,0.012519,0.006461,0.012093,0.116842,0.015041,0.673642,0.110669,0.044509,0.969277,0.006606,0.211797,3.035239,0.920879,0.650077,0.429728,0.226345,0.479629,0.358404,0.234391,0.229849,0.277788,0.187525,0.184057,0.124789,0.006792,0.008601,0.007733,0.003873,0.008506,0.028694,0.037106,0.003380,0.015649,0.018563,0.016169,0.008071,0.011451,next
0.135146,0.008351,3.010416,0.201264,0.188128,0.900482,0.005504,0.216250,-28.077370,1.013317,-0.924585,0.144733,0.069789,0.500778,-0.148433,0.151526,-0.038833,-0.071858,-0.096250,0.115475,-0.004829,0.009068,0.006263,0.006228,0.005522,0.008721,0.006429,0.033951,0.003889,0.004217,0.012360,0.018441,0.006314,0.013495,0.129285,0.015106,0.439060,0.114866,0.041831,0.954188,0.004922,0.213862,3.120083,0.945892,0.517018,0.260788,0.275133,0.529656,0.269457,0.220187,0.246785,0.235004,0.188359,0.250855,0.142212,0.011025,0.007841,0.006596,0.005433,0.009660,0.005171,0.042680,0.006018,0.004651,0.014771,0.029851,0.009756,0.011376,next
0.135251,0.008160,2.890958,0.197256,0.184069,0.859063,0.006389,0.199333,-27.987177,1.175373,-0.899220,0.171543,0.032244,0.443193,-0.205571,0.084759,0.000041,-0.070114,0.024939,0.086234,0.045660,0.011736,0.004729,0.009298,0.004706,0.007617,0.013722,0.031081,0.006018,0.003961,0.013818,0.014822,0.004235,0.012104,0.133288,0.016366,0.485718,0.118410,0.033902,0.981593,0.004860,0.210739,3.141854,0.994852,0.525065,0.511065,0.261978,0.435741,0.319603,0.200456,0.193249,0.270835,0.167027,0.250562,0.213597,0.016590,0.004308,0.009782,0.004600,0.006179,0.022358,0.032746,0.011422,0.003102,0.019693,0.022993,0.006095,0.010724,next
0.142365,0.009295,2.816066,0.199913,0.178348,0.928522,0.006380,0.222444,-28.164832,0.911419,-0.757461,-0.010973,-0.103339,0.505092,-0.229808,0.123195,0.026350,-0.034323,-0.011256,0.073456,0.073026,0.008067,0.004365,0.006833,0.005249,0.005385,0.018301,0.026454,0.004733,0.004925,0.008145,0.022257,0.010241,0.014753,0.134216,0.018158,0.678589,0.125042,0.049488,1.026574,0.005029,0.228108,3.469523,0.899111,0.468674,0.213677,0.325168,0.383088,0.271541,0.315680,0.220597,0.307363,0.147085,0.181525,0.217938,0.009154,0.005248,0.006826,0.005927,0.003795,0.026394,0.034750,0.007501,0.007589,0.012785,0.037353,0.024360,0.012520,next
0.121092,0.030263,3.039305,0.178580,0.169406,0.643829,0.011158,0.155060,-27.006518,2.170924,-0.999184,0.021303,-0.275954,0.595165,0.011508,-0.218615,0.077773,-0.101514,0.200251,0.003465,0.033837,0.004963,0.003038,0.008438,0.016887,0.031375,0.009917,0.027659,0.013950,0.009520,0.012953,0.011847,0.003842,0.017342,0.129652,0.049930,0.363360,0.121826,0.028803,0.858059,0.010409,0.183992,3.222793,1.104309,0.469716,0.397583,0.348420,0.367001,0.170933,0.240921,0.167528,0.181948,0.197587,0.210185,0.135768,0.004321,0.005018,0.013732,0.026903,0.043472,0.013054,0.043014,0.015931,0.017577,0.021941,0.013140,0.006604,0.014551,send
0.099729,0.029556,3.044338,0.161147,0.175613,0.595621,0.009572,0.148646,-26.547367,2.145623,-0.912302,0.110009,-0.325452,0.569380,-0.135855,-0.368855,0.022240,-0.179710,0.061347,0.058798,-0.066306,0.005129,0.002403,0.008629,0.029256,0.035857,0.007981,0.017264,0.018184,0.006511,0.011058,0.011162,0.005007,0.019237,0.102503,0.054014,0.364477,0.094659,0.028345,0.741023,0.008057,0.148019,3.136116,0.902407,0.524710,0.393327,0.334611,0.365047,0.222396,0.292308,0.163053,0.195901,0.189158,0.131818,0.173367,0.004503,0.003453,0.009056,0.038685,0.046529,0.008745,0.014628,0.042362,0.007795,0.020739,0.010696,0.004937,0.014773,send
0.083029,0.034299,3.116427,0.148323,0.172994,0.481803,0.012286,0.123125,-25.616800,2.494007,-0.904299,0.173132,-0.141714,0.676703,-0.036883,-0.338287,0.001655,-0.115958,0.084178,0.028994,-0.154267,0.003003,0.002392,0.007731,0.033123,0.039068,0.011944,0.014140,0.009993,0.010343,0.015705,0.007175,0.003443,0.021024,0.101759,0.041231,0.170987,0.099150,0.023697,0.790801,0.010299,0.158966,2.648423,0.859787,0.530547,0.255273,0.276172,0.469878,0.289270,0.286680,0.222525,0.203131,0.193515,0.125382,0.097606,0.002107,0.004311,0.008706,0.049218,0.041919,0.016878,0.010676,0.025796,0.029209,0.033367,0.009723,0.004928,0.015347,send
0.082665,0.026723,3.165928,0.150411,0.176261,0.450252,0.012982,0.116667,-26.283742,2.555263,-0.922442,0.275824,-0.285501,0.603974,-0.144269,-0.353111,0.010184,-0.148002,0.116967,0.080668,-0.081382,0.003364,0.002999,0.007076,0.035118,0.045081,0.011138,0.014298,0.004883,0.015187,0.010642,0.005387,0.005138,0.021702,0.100618,0.033898,0.142222,0.095463,0.022484,0.736300,0.012246,0.152127,2.813868,0.660174,0.574838,0.372051,0.310210,0.485239,0.332051,0.300009,0.151584,0.223038,0.228068,0.195443,0.202164,0.002757,0.004905,0.007946,0.048191,0.052549,0.014010,0.012980,0.007983,0.040797,0.020212,0.008469,0.009988,0.016917,send
0.100115,0.030186,3.109919,0.165209,0.176115,0.531082,0.008043,0.141029,-25.999115,2.469748,-0.907389,0.302109,-0.295667,0.427924,0.038360,-0.282708,0.051682,-0.148693,0.013460,0.081252,-0.123702,0.003618,0.003611,0.007939,0.026261,0.041407,0.011682,0.015188,0.006245,0.012231,0.007381,0.006934,0.005155,0.017745,0.116274,0.039974,0.193971,0.110240,0.019576,0.790413,0.007334,0.167089,2.834358,0.861915,0.603419,0.406092,0.327515,0.506423,0.231000,0.290321,0.141582,0.094508,0.155669,0.176721,0.157519,0.002465,0.006411,0.010863,0.037841,0.046725,0.019492,0.013717,0.013908,0.031080,0.009333,0.010261,0.009399,0.014439,send
0.092148,0.026837,3.085741,0.153249,0.174834,0.550843,0.007893,0.132656,-25.504242,2.455536,-0.895613,0.270366,-0.366157,0.610201,-0.095855,-0.316320,0.035370,-0.075722,-0.030513,0.062585,-0.106517,0.004782,0.003237,0.008393,0.021216,0.035413,0.012338,0.018036,0.009626,0.012965,0.008865,0.010041,0.004990,0.015773,0.098492,0.031074,0.265400,0.099388,0.021740,0.771032,0.005376,0.152281,2.590993,0.798284,0.454000,0.325281,0.315323,0.528148,0.225707,0.267541,0.225551,0.166030,0.238150,0.217558,0.207820,0.003640,0.003904,0.008062,0.030203,0.042005,0.016161,0.012575,0.014914,0.023925,0.009600,0.010120,0.005090,0.011257,send
0.065166,0.027732,3.141222,0.132433,0.173775,0.372719,0.010800,0.099944,-25.522174,2.455225,-0.955821,0.427301,-0.147399,0.737335,0.037626,-0.316246,0.010790,-0.038988,0.023054,0.080269,-0.078625,0.004690,0.002707,0.007105,0.031396,0.050371,0.014981,0.017608,0.003534,0.014162,0.014846,0.006945,0.004885,0.023173,0.080005,0.033284,0.134677,0.081167,0.023447,0.662449,0.008974,0.129183,2.389090,0.749243,0.433252,0.304216,0.291637,0.462715,0.259830,0.354934,0.125914,0.166794,0.127740,0.156603,0.222671,0.003464,0.004152,0.007013,0.043902,0.049088,0.021867,0.012551,0.003894,0.034659,0.034809,0.007881,0.005821,0.014858,send
0.093268,0.030427,3.036840,0.153362,0.169314,0.470994,0.009007,0.141146,-25.948568,2.384518,-0.962175,0.192893,-0.355224,0.516923,-0.136171,-0.345506,0.070277,-0.245587,0.059771,0.056233,-0.056184,0.003951,0.001724,0.012713,0.030738,0.036382,0.008113,0.023354,0.013794,0.013913,0.014841,0.007218,0.004488,0.020719,0.104252,0.047293,0.407211,0.097681,0.026989,0.620555,0.006473,0.143489,2.969067,0.784039,0.481639,0.390730,0.323022,0.444183,0.253802,0.266543,0.186425,0.156488,0.170865,0.157651,0.160199,0.004656,0.001695,0.012610,0.037169,0.045689,0.006473,0.020041,0.025612,0.035792,0.032856,0.005740,0.005241,0.014692,send
0.095144,0.037581,3.124154,0.162187,0.174440,0.517846,0.011071,0.141719,-25.746926,2.281359,-0.974805,0.202810,-0.201665,0.616540,0.047207,-0.308624,0.086605,-0.172600,0.078723,-0.027711,-0.039914,0.006032,0.002914,0.014532,0.038139,0.029154,0.009565,0.013079,0.013205,0.006644,0.014329,0.004891,0.002677,0.021142,0.103975,0.046629,0.257724,0.096555,0.034042,0.699206,0.009579,0.155923,2.874990,0.874606,0.467045,0.332241,0.265323,0.426602,0.303641,0.316234,0.255573,0.141632,0.264618,0.160918,0.168392,0.012008,0.003755,0.019259,0.057456,0.034871,0.015735,0.014186,0.036797,0.014936,0.027137,0.006244,0.002947,0.015917,send
0.082508,0.039370,3.108903,0.151095,0.177846,0.501530,0.010825,0.121719,-25.813608,2.381983,-1.045021,0.269454,-0.235032,0.530154,-0.042253,-0.423716,-0.023435,-0.164259,0.014404,-0.011825,-0.098679,0.004151,0.002647,0.008998,0.032117,0.038949,0.017053,0.020379,0.010007,0.004966,0.014742,0.006175,0.003396,0.021842,0.092838,0.055563,0.205591,0.088187,0.024160,0.729670,0.007178,0.146814,3.013608,0.727485,0.486911,0.491241,0.339320,0.364378,0.213102,0.299372,0.138737,0.177920,0.208054,0.184005,0.153791,0.004167,0.002899,0.011600,0.050887,0.043113,0.024401,0.028483,0.020476,0.006633,0.031247,0.008320,0.004560,0.014936,send
0.091158,0.028288,3.100289,0.169139,0.179141,0.385111,0.010635,0.122552,-26.194755,2.224211,-0.841056,0.392984,-0.178081,0.401023,-0.162355,-0.397326,0.030746,-0.126912,0.141827,0.092607,-0.061682,0.003026,0.002122,0.009857,0.037817,0.035437,0.010301,0.012422,0.007538,0.015485,0.009119,0.004080,0.006074,0.020323,0.099941,0.034270,0.252489,0.101783,0.026484,0.490872,0.008455,0.130868,2.850275,0.759210,0.508416,0.290943,0.350769,0.456940,0.311410,0.313506,0.164303,0.138808,0.251091,0.132021,0.115199,0.002901,0.004319,0.013128,0.060049,0.035397,0.012407,0.012882,0.018570,0.032291,0.013778,0.006268,0.008419,0.015466,send
0.079839,0.046938,3.043301,0.135541,0.170559,0.428886,0.014691,0.099500,-25.612004,2.488084,-1.048712,0.261745,-0.262206,0.734862,-0.036303,-0.488844,0.026091,-0.161092,0.008010,-0.016286,-0.130950,0.004124,0.002434,0.009257,0.042072,0.036178,0.025163,0.013360,0.002659,0.013834,0.005061,0.004544,0.004079,0.023764,0.093485,0.060214,0.510623,0.083072,0.022229,0.764953,0.012200,0.142005,2.646409,0.896373,0.576042,0.325651,0.358019,0.343387,0.240091,0.332509,0.147887,0.207015,0.237550,0.233332,0.210695,0.003783,0.003906,0.009653,0.058225,0.040771,0.049490,0.014928,0.002944,0.038760,0.004593,0.005272,0.006802,0.018227,send
0.073598,0.039118,3.096002,0.138829,0.180717,0.456239,0.014289,0.101823,-25.311511,2.334708,-0.968351,0.202332,-0.223770,0.802386,-0.093304,-0.307354,0.105229,-0.125629,0.143987,-0.017530,-0.048350,0.005942,0.004107,0.008216,0.029799,0.040165,0.008968,0.015477,0.009417,0.013975,0.019352,0.005861,0.004543,0.022098,0.083209,0.048238,0.373594,0.076252,0.021853,0.755482,0.009690,0.132846,2.596598,0.752845,0.487237,0.190996,0.309613,0.339950,0.263479,0.254725,0.134723,0.200266,0.200985,0.170006,0.184129,0.004709,0.006323,0.009935,0.045482,0.044654,0.009192,0.014183,0.027835,0.039265,0.035618,0.007120,0.006035,0.015999,send
0.092460,0.035523,3.095302,0.163652,0.186237,0.557208,0.010885,0.125312,-25.830209,2.305353,-0.834882,0.124494,-0.282039,0.607590,-0.098517,-0.259713,0.136769,-0.095441,0.117755,0.058820,-0.069720,0.004830,0.003655,0.011337,0.029463,0.040550,0.012968,0.015513,0.011474,0.007911,0.010221,0.006666,0.003657,0.020678,0.110172,0.046998,0.283205,0.090288,0.022894,0.805233,0.008134,0.156208,3.083961,0.660008,0.570010,0.430042,0.405275,0.389270,0.258120,0.229879,0.269108,0.205815,0.225628,0.251934,0.187298,0.004489,0.004617,0.016249,0.045128,0.048538,0.023599,0.016529,0.032811,0.016112,0.014930,0.008826,0.004710,0.015173,send
0.082691,0.031490,3.060536,0.153906,0.179964,0.401594,0.010247,0.113125,-26.121115,2.354656,-0.959547,0.210038,-0.119844,0.598048,-0.142505,-0.307626,0.087592,-0.063085,0.193284,0.071824,-0.032588,0.003308,0.002409,0.009694,0.027754,0.036436,0.016592,0.016432,0.004116,0.015178,0.013671,0.004525,0.005196,0.019432,0.098431,0.042669,0.322397,0.094188,0.023416,0.594348,0.007817,0.137626,3.047508,0.787024,0.574658,0.280745,0.316455,0.467695,0.302128,0.292347,0.169898,0.177200,0.212314,0.143113,0.126690,0.003152,0.003715,0.013520,0.042124,0.044603,0.019429,0.013095,0.005716,0.030382,0.027697,0.006012,0.008710,0.014003,send
0.184035,0.029122,3.001849,0.236737,0.172581,1.182214,0.007220,0.265139,-28.429173,1.590514,-0.544442,-0.313670,-0.521122,0.224399,-0.363837,0.376080,-0.026551,-0.130440,-0.058310,-0.050562,0.208980,0.009992,0.007464,0.026382,0.012064,0.004628,0.006209,0.012906,0.000956,0.003389,0.005738,0.005747,0.003415,0.012560,0.115521,0.062555,0.463088,0.116243,0.033272,0.869225,0.009271,0.189089,3.556740,0.763821,0.394813,0.565578,0.504104,0.235068,0.233124,0.238974,0.220760,0.224958,0.235809,0.268688,0.170430,0.024260,0.017764,0.049628,0.019676,0.006765,0.011270,0.018751,0.001179,0.005063,0.005604,0.010826,0.005293,0.014265,space
0.180580,0.030904,3.077995,0.240540,0.172955,1.148834,0.010747,0.276491,-28.845881,1.582973,-0.447926,-0.147425,-0.416363,0.165412,-0.235084,0.310130,0.063259,-0.115351,0.057336,-0.108597,0.097810,0.011819,0.007854,0.022631,0.009042,0.004912,0.006480,0.007423,0.001133,0.003471,0.004534,0.004041,0.009357,0.012654,0.116092,0.060882,0.300550,0.118533,0.034149,0.806667,0.012815,0.187929,3.755954,0.669977,0.278763,0.568543,0.692659,0.278041,0.252298,0.352156,0.139630,0.160104,0.228737,0.226415,0.116791,0.031327,0.018898,0.048835,0.022236,0.008598,0.010839,0.009864,0.001451,0.003285,0.003660,0.007330,0.026273,0.015931,space
0.168174,0.027466,3.126097,0.231801,0.176863,1.173016,0.009581,0.261625,-28.307740,1.531708,-0.666466,0.015287,-0.305370,0.246901,-0.198758,0.291432,0.002176,-0.016816,0.056636,-0.114984,0.025648,0.012727,0.012932,0.015839,0.006364,0.006068,0.006100,0.011771,0.002933,0.003691,0.004940,0.005017,0.006397,0.011669,0.110823,0.051390,0.222378,0.107664,0.027733,0.818155,0.012402,0.183361,3.348591,0.745562,0.363749,0.508223,0.652501,0.282684,0.294450,0.346148,0.225998,0.219859,0.203222,0.165979,0.098446,0.036251,0.040143,0.031713,0.013343,0.010143,0.008847,0.013997,0.005080,0.004745,0.004621,0.007396,0.016473,0.015222,space
